Exponential-sum fit to transmissions (IR) - N2-H2
   25.00	   75.00	  125.00	  175.00	  225.00	  275.00	  325.00	  375.00	  425.00	  475.00	  525.00	  575.00	  625.00	  675.00	  725.00	  775.00	  825.00	  875.00	  925.00	  975.00	 1025.00	 1075.00	 1125.00	 1175.00	 1225.00	 1275.00	 1325.00	 1375.00	 1425.00	 1475.00	 1525.00	 1575.00	 1625.00	 1675.00	 1725.00	 1775.00	 1825.00	 1875.00	 1925.00	 1975.00
 40.0
2.49680454415520e-01	8.64770066038608e-02	6.63842538980620e-01	9.71593152732620e+00	0.00000000000000e+00	7.87381449075374e+01
3.67765199759846e-01	4.24350697068574e-01	2.07884103171580e-01	9.11265674490941e+01	1.16507382737437e+02	7.00941485894012e+01
3.01823412229136e-01	2.63167867639255e-01	4.35008720131609e-01	3.18363222091004e+01	5.89238940358916e+01	4.31424703351357e+01
2.91052932367861e-01	4.45372925094379e-01	2.63574142537760e-01	1.66472024159179e+01	2.12064206066650e+01	2.71688321388474e+01
3.85778265292410e-01	3.91705276422953e-01	2.22516458284637e-01	1.04683008098220e+01	1.23802613344638e+01	1.47537061969758e+01
1.74102672918792e-01	4.98497101629824e-01	3.27400225451384e-01	4.53801449160942e+01	1.11451056951733e+01	2.15729677116963e+01
3.05926115900651e-01	4.02231251489395e-01	2.91842632609954e-01	1.21976644573448e+03	3.05726019795244e+02	8.72637458319442e+01
2.40512491178238e-01	4.20136867556362e-01	3.39350641265399e-01	7.69958971496730e+02	1.20507538877642e+03	2.01074522557217e+03
4.27102731543234e-01	2.76608330191265e-01	2.96288938265501e-01	3.03478116109085e+02	5.54211760981192e+02	1.67858995721705e+02
2.50781068705346e-01	3.16039604091198e-01	4.33179327203457e-01	1.22614773425102e+02	5.02333301558073e+01	7.77055671958679e+01
4.50927720021659e-01	1.81165450103976e-01	3.67906829874365e-01	3.22646278505408e+01	4.23190969638203e+01	3.67256732068717e+01
4.16482213036165e-01	2.78589278630566e-01	3.04928508333269e-01	2.40990992626560e+02	5.37332925420296e+01	1.25976502752828e+02
1.67926876777287e-01	3.11018521740292e-01	5.21054601482421e-01	2.36521648492145e+02	6.09132138692862e+01	1.17442187303229e+02
2.60192413729330e-01	3.08299432130226e-01	4.31508154140444e-01	4.22538094808871e+01	1.47125738393511e+01	2.46994805904174e+01
2.54679036730227e-01	3.05533368812132e-01	4.39787594457641e-01	1.12763552426960e+01	5.34839617346316e+00	7.71216425005946e+00
2.64154711744859e-01	4.40930113644075e-01	2.94915174611067e-01	4.40942941194124e+00	3.29305275095773e+00	2.47256096146353e+00
3.07319096355605e-02	4.84213817336205e-01	4.85054273028234e-01	1.68669606422295e+00	0.00000000000000e+00	0.00000000000000e+00
1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00
1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00
1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00
1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00
1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00
1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00
1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00
1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00
